SITE,HOLE,CORE,CORE_TYPE,SECTION,TOP_DEPTH,BOTTOM_DEPTH,Max (Diameter) (µm),Elongation,Age (Ma),Min (Diameter) (µm),Shape Factor,Sphericity
925,C,5,H,5,95,96,506.0422491,1.430108376,1.367316832,144.1451641,0.682509807,3454.5
925,C,5,H,5,108,109,506.7145238,1.432536305,1.371178218,147.0340867,0.821530974,0.688775879
925,C,5,H,5,115,117,482.0864914,1.431988108,1.373257426,144.0663891,0.683750222,1309.5
925,C,5,H,5,125,126,460.8833428,1.404364591,1.376227723,147.3230163,0.695886894,1517
925,C,5,H,5,135,136,455.2170786,1.428600156,1.37919802,140.2029917,0.691862569,3012
925,C,5,H,5,144,145,461.4046746,1.415820513,1.381871287,138.3786705,0.799522831,0.692763109
925,C,5,H,6,5,6,503.2709583,1.473633501,1.385138614,130.2285858,0.687010402,1421.5
925,C,5,H,6,15,17,508.6488488,1.432392808,1.388108911,138.554274,0.816109374,0.694722306
925,C,5,H,6,41,42,493.9127154,1.415755845,1.396585106,141.0158433,0.801445205,0.691161779
925,C,5,H,6,51,52,526.3706316,1.426007658,1.399882979,148.8414096,0.824791998,0.687291955
925,C,5,H,6,63,65,517.0624892,1.427855671,1.403840426,146.8592971,0.686193164,1774.5
925,C,6,H,4,59,61,494.074344,1.427942678,1.631333333,148.1990623,0.684237691,1851.5
925,C,6,H,4,71,73,497.5947782,1.425042836,1.635222222,144.2799218,0.684737555,1795
925,C,6,H,4,77,79,505.7135043,1.401271309,1.637055556,143.9971305,0.794487771,0.684806136
925,C,6,H,4,80,82,476.7019526,1.421509846,1.637972222,146.1177423,0.686939369,2210.5
925,C,6,H,4,84,86,492.9724618,1.405327482,1.639194444,151.1394311,0.693415092,1649.5
925,C,6,H,4,88,90,484.3751905,1.416045501,1.640416667,146.8592971,0.686276267,2628.5
925,C,6,H,4,92,94,447.053759,1.401948796,1.641638889,147.5860603,0.825595787,0.694912791
925,C,6,H,4,96,98,458.5708551,1.420185443,1.642861111,146.9993565,0.689862559,3063.5
925,C,6,H,4,100,102,430.939483,1.409215289,1.644083333,137.8130387,0.790198016,0.688569546
925,C,6,H,4,103,105,460.5090384,1.405588551,1.645,144.1054726,0.812789735,0.694450504
925,C,6,H,4,107,109,473.3519386,1.415081917,1.646468354,147.5546944,0.691074987,3267.5
925,C,6,H,4,119,121,545.1175549,1.421295489,1.650873418,146.8592971,0.682027813,1174
925,C,6,H,4,133,135,550.8801647,1.404418713,1.656012658,146.748476,0.795211674,0.678291437
925,C,6,H,4,139,141,577.3471684,1.408087247,1.65821519,150.5143461,0.680769974,1799
925,C,6,H,4,147,149,528.2112874,1.409039683,1.661151899,146.0886465,0.685726841,1326
925,C,6,H,5,3,5,511.8383561,1.418618682,1.66335443,143.8366173,0.819251643,0.6829076
925,C,6,H,5,11,13,536.3036726,1.399024969,1.666291139,146.1085602,0.8172015,0.690035447
925,C,6,H,5,24,26,503.2489616,1.422841991,1.671063291,138.9412063,0.682115908,2972
925,C,6,H,5,32,34,500.5593075,1.403505063,1.674,142.7053934,0.80616426,0.68243531
925,C,6,H,5,43,45,484.321265,1.424321721,1.677431193,139.6654955,0.816832947,0.677810962
925,C,6,H,5,67,69,479.8119718,1.400080228,1.684917431,153.6593057,0.830847237,0.697033798
925,C,6,H,5,99,101,485.2564519,1.407666683,1.694899083,147.9452699,0.812055448,0.685857039
925,C,6,H,5,139,141,529.7491469,1.416483388,1.707376147,137.6091177,0.797854766,0.679340709
925,C,6,H,6,5,7,555.9739262,1.427571199,1.711888889,138.3804448,0.798030931,0.677483538
925,C,6,H,6,15,17,521.0075701,1.404884297,1.714666667,141.2057768,0.794888594,0.681459492
925,C,6,H,6,27,29,525.5220452,1.403249651,1.718,145.3560583,0.687833868,2068
925,C,6,H,6,35,37,526.3984528,1.399908029,1.720758621,156.1828895,0.832344081,0.694728042
925,C,6,H,6,45,47,596.2103995,1.430855103,1.724206897,149.7516045,0.674653425,1879
925,C,6,H,6,53,55,502.0051809,1.396606296,1.726965517,140.5376614,0.799698578,0.689625745
925,C,6,H,6,63,65,472.1374293,1.409078618,1.729891892,138.3503082,0.796705452,0.686759928
925,C,6,H,6,72,74,490.668765,1.400319776,1.732324324,144.5007874,0.813558824,0.692758361
925,C,6,H,6,83,85,455.5706042,1.422541381,1.735297297,147.8153474,0.695730302,2178.5
925,C,7,H,4,52,54,623.0063975,1.443394862,1.955428571,149.7516045,0.672952139,1907.5
925,C,7,H,4,69,71,539.0507062,1.473764818,1.960424242,152.6827963,0.66842677,1157.5
925,C,7,H,4,72,74,541.6136028,1.444998619,1.961333333,150.0267894,0.674341407,1454
925,C,7,H,4,83,85,555.210462,1.427884326,1.964666667,149.5231588,0.685928358,1367
925,C,7,H,4,87,89,525.1811131,1.434713678,1.965878788,149.5453411,0.680602429,1645
925,C,7,H,4,90,92,536.5664278,1.424361941,1.966787879,149.100552,0.676797732,3116.5
925,C,7,H,4,94,96,496.7786627,1.419741626,1.968,145.8071499,0.817169572,0.681816921
925,C,7,H,4,98,100,522.6251202,1.429030692,1.969402597,147.9499883,0.683282058,2773
925,C,7,H,4,105,107,509.9863838,1.405528251,1.971857143,143.592558,0.798610155,0.683527689
925,C,7,H,4,120,122,557.5214439,1.4265436,1.977116883,145.757337,0.805675195,0.672342513
925,C,7,H,4,130,132,524.3231703,1.41974878,1.980623377,145.3621221,0.804164154,0.67428131
925,C,7,H,4,148,150,533.5860394,1.431316764,1.986935065,146.9399179,0.807679131,0.671419175
925,C,7,H,5,12,14,579.4595413,1.43402219,1.991844156,147.5038385,0.666846659,1590
925,C,7,H,5,28,30,479.7604026,1.363830049,1.9985,144.5439469,1.806734679,1.690246412
925,C,7,H,5,44,46,555.4927752,1.359696978,2.0065,141.6050192,1.806346536,1.701905459
925,C,7,H,5,60,62,575.9074994,1.46293602,2.013210526,148.6457122,0.667789214,1260
925,C,7,H,5,74,76,435.8591471,1.353937361,2.017631579,144.2386893,1.804768512,1.699435734
925,C,7,H,5,92,94,454.4353256,1.354879671,2.023304688,146.1309328,1.81076673,1.701109552
925,C,7,H,5,108,110,527.2734559,1.419244821,2.028179688,144.637204,0.67852624,2087.5
925,C,7,H,5,120,122,498.1910591,1.407801808,2.031835938,148.59853,0.689659384,1148.5
925,C,7,H,5,132,134,514.6452249,1.402146232,2.035492188,150.9321151,0.696384839,1772.5
925,C,7,H,6,4,6,432.8746491,1.347436232,2.042195313,147.6399842,1.809761843,1.710494664
925,C,7,H,6,24,26,430.0453001,1.346731148,2.048289063,143.7291641,1.810859717,1.712147095
925,C,7,H,6,46,48,431.3205955,1.351514308,2.054992188,145.610986,1.809736683,1.707903092
925,C,7,H,6,85,87,524.53844,1.354932838,2.067283019,153.146196,1.809827126,1.694561852
925,C,7,H,6,116,118,486.2028822,1.356292154,2.077518868,150.2650259,1.810705798,1.696891327
925,C,7,H,6,140,142,527.3495075,1.357901892,2.085443396,144.3149721,1.810515402,1.691526483
925,C,8,H,3,100,102,492.077654,1.363400274,2.281704225,152.5765788,0.798105706,0.699697116
925,C,8,H,3,136,138,513.0596099,1.367581954,2.293873239,156.4993003,0.796177855,0.693454631
925,C,8,H,4,21,23,526.6066443,1.364445552,2.305742857,158.8699498,0.799725893,0.691008345
925,C,8,H,4,104,106,522.1511006,1.370241645,2.338244898,157.8360905,0.790256272,0.687783085
925,C,8,H,5,0,2,495.2062326,1.365954845,2.349865772,156.8014874,0.794052429,0.691684183
925,C,8,H,5,24,26,517.2790853,1.370171483,2.359691275,150.6072696,0.786700453,0.681760565
925,C,8,H,5,56,58,496.7999565,1.360698227,2.372791946,156.9368415,0.796661301,0.694153286
925,C,9,H,3,100,102,419.2576239,1.339767308,2.604444444,155.935938,0.810892024,0.711456498
925,C,9,H,3,135,137,449.517066,1.349302834,2.618703704,150.8882459,0.809521337,0.697638962
925,C,9,H,4,23,25,453.6706063,1.353484306,2.632450704,154.7819297,0.810511386,0.69645032
925,C,9,H,4,38,40,463.9063116,1.356655064,2.637521127,157.3173926,1.801175374,1.696394493
925,C,9,H,4,60,62,512.6831676,1.373996596,2.644957746,159.2901439,0.80620331,0.685554625
925,C,9,H,4,104,106,463.4475192,1.357515767,2.659338028,157.6010845,0.814467627,0.694581066
925,C,9,H,4,139,141,487.6324698,1.359237166,2.670676056,156.5552077,0.79072213,0.693781246
925,C,9,H,5,20,22,415.1386777,1.342608289,2.68071831,150.5233971,0.806489899,0.707993635
925,C,9,H,5,60,62,501.7940349,1.366123187,2.693676056,157.779737,0.799853372,0.683819497
925,C,9,H,5,100,102,458.5035531,1.351661163,2.706633803,153.3771009,0.80197869,0.696034278
925,C,9,H,5,124,126,451.1333574,1.343827084,2.714408451,158.4879026,1.81801462,1.704925345
925,C,10,H,2,111,113,423.7599638,1.343714626,2.900775862,151.4804793,0.798545808,0.696398325
925,C,10,H,3,5,7,460.1063245,1.355866057,2.9143125,147.9466157,0.794277361,0.697280872
925,C,10,H,3,23,25,491.8544316,1.374734906,2.9199375,161.7164492,1.814473541,1.687058366
925,C,10,H,3,48,50,486.8697538,1.361318921,2.927940299,151.4650688,0.800752253,0.68833423
925,C,10,H,3,116,118,410.3059152,1.345669394,2.950144928,149.3822172,0.806144147,0.697062301
925,C,10,H,3,130,132,430.8739032,1.344083036,2.954608696,156.3905588,1.810640464,1.700304788
925,C,10,H,4,4,6,421.111544,1.351289935,2.96226087,148.8857751,0.803951725,0.699035491
925,C,10,H,4,32,34,399.286127,1.343875918,2.971793103,153.3525935,1.810530896,1.700301108
925,C,10,H,4,40,42,458.2607758,1.35458474,2.974827586,154.6611426,0.80689909,0.696120965
925,C,10,H,4,56,58,474.9028726,1.352376688,2.981166667,156.508957,1.812076999,1.698570006
925,C,10,H,4,71,73,414.2421643,1.346562787,2.987666667,149.3013245,0.815549023,0.704466477
925,C,10,H,4,92,94,427.225034,1.345637724,2.995272727,151.4560165,0.813127262,0.701421168
925,C,10,H,4,140,142,459.5520939,1.350840956,3.009553719,152.3630454,0.808202907,0.696136542
925,C,10,H,5,43,45,469.4195578,1.352323708,3.025322314,153.5301853,0.809795825,0.708939381
925,C,10,H,5,77,79,504.8615759,1.337623331,3.036333333,153.2430907,0.812188877,0.713683682
925,C,10,H,5,103,105,470.4538812,1.339908891,3.045,152.7423104,0.816459578,0.708494958
925,C,10,H,5,136,138,458.0107068,1.345326716,3.055823529,162.0077261,0.813272559,0.709868199
925,C,10,H,6,38,40,495.3792861,1.355438101,3.072846154,160.5614824,0.812297043,0.705476963
925,C,10,H,6,57,59,481.6148899,1.349146869,3.080884615,156.7747027,1.814191745,1.706667853
925,C,10,H,6,74,76,452.5769758,1.34200134,3.087035398,153.5208953,0.816549991,0.709831963
925,C,11,H,2,69,71,487.7425205,1.338591889,3.336314286,153.4676407,0.807379878,0.71116981
925,C,11,H,2,100,102,495.4033719,1.341671218,3.344760563,159.3326586,1.806639904,1.708771225
925,C,11,H,2,132,134,479.9635429,1.34950239,3.353323944,158.5111618,1.8064234,1.706614904
925,C,11,H,3,20,22,517.2978095,1.35030857,3.365108434,157.3246411,1.806822077,1.698116193
925,C,12,H,3,139,141,515.3393042,1.356438045,3.745218391,160.5616888,0.806731204,0.69734477
925,C,13,H,1,88,90,503.5723226,1.355404561,4.009333333,157.5819132,1.807792965,1.696220924
925,C,13,H,2,1,3,482.5935855,1.344426779,4.02862963,161.7910879,0.818413592,0.702889184
925,C,13,H,2,93,95,540.0825424,1.359748374,4.059666667,164.2632846,1.814685151,1.696850847
925,C,14,H,2,67,69,493.2473864,1.349498653,4.377052632,156.8340782,1.811947104,1.70528502
925,C,14,H,2,118,120,487.9571951,1.355972302,4.403894737,155.4615118,1.807777033,1.695900587
925,C,14,H,3,14,16,468.9634798,1.344720692,4.428710526,162.1914666,1.82215772,1.705956986
925,C,14,H,3,59,61,532.2136958,1.355377017,4.44873913,163.855477,1.824340837,1.704443232
925,C,14,H,3,71,73,460.9065635,1.351671417,4.453434783,158.7640759,1.815348269,1.707184251
925,C,14,H,3,117,119,487.207319,1.346108819,4.475533333,157.2594359,1.813232087,1.706311734
925,C,14,H,4,8,10,430.6133952,1.346051556,4.492906977,157.8771523,1.822821196,1.709189643
925,C,14,H,4,43,45,465.9341101,1.344110898,4.514859155,159.6060908,1.820586819,1.703743681
925,C,14,H,4,82,84,457.414919,1.346388347,4.540676056,158.8029439,1.820472719,1.710328358
925,C,14,H,4,117,119,424.3934728,1.352020815,4.554764706,154.5404798,1.819600306,1.703553298
925,C,15,H,1,142,144,403.2287419,1.335148675,4.785983333,157.8480941,1.825688429,1.709465514
925,C,15,H,2,40,42,427.1035918,1.33049993,4.801114286,158.7332292,1.825624622,1.714203019
925,C,15,H,2,90,92,412.7090352,1.341387194,4.81653125,157.6311201,1.825901041,1.715994711
925,C,15,H,3,1,3,518.1320012,1.348776557,4.8336875,160.8275852,1.817170559,1.705834461
925,C,15,H,3,71,73,436.2735138,1.347189549,4.854173913,155.42493,1.822283772,1.711626524
925,C,15,H,3,110,112,466.9734453,1.337154207,4.86773913,162.7056711,1.826022552,1.714570811
925,C,15,H,3,145,147,459.4274282,1.34077653,4.879913043,158.2220969,1.819753291,1.705953924
925,C,15,H,4,45,47,484.1033075,1.341815048,4.897304348,162.3371844,1.823965333,1.710680015
925,C,15,H,4,67,69,440.1221513,1.334470169,4.906064516,157.7831396,1.825202295,1.715321952
925,D,1,H,2,144,146,620.2550353,1.433578357,0.129516129,143.8513111,0.794176834,0.661145964
925,D,1,H,3,4,6,573.3931631,1.420069191,0.131451613,151.1675205,0.773758074,0.665218749
925,D,1,H,3,10,12,617.3468224,1.362576427,0.132612903,148.5899036,1.804953806,1.686554049
925,D,1,H,3,43,45,500.1317151,1.364882572,0.139,146.0248756,1.615839525,1.506124329
925,D,1,H,3,70,72,500.1054995,1.427950103,0.144645455,140.7370984,0.799833619,0.674570476
925,D,1,H,3,78,80,490.1369627,1.367238872,0.146318182,141.2580535,1.641662471,1.532934228
925,D,1,H,3,114,116,522.716973,1.360027386,0.153845455,146.1488423,1.617153971,1.509734555
925,D,1,H,3,133,135,491.7117609,1.420790402,0.157818182,137.7460829,0.750083942,0.663937744
925,D,1,H,3,142,144,540.7942211,1.371055546,0.1597,154.2626927,1.540208817,1.430737502
925,D,1,H,4,14,16,564.9989224,1.428134196,0.165046154,140.1415922,0.786633559,0.663918806
925,D,1,H,4,34,36,515.1131173,1.383640259,0.170584615,146.9958288,0.797815223,0.678949869
925,D,1,H,4,65,67,523.8192518,1.358256428,0.179169231,152.1120268,1.803557597,1.689100438
925,D,1,H,4,85,87,577.5772891,1.364997587,0.184707692,155.2934426,1.803739242,1.685476721
925,D,1,H,4,103,105,503.4431934,1.378575325,0.189692308,141.705622,0.794467037,0.683008519
925,D,1,H,4,139,141,512.2267253,1.357952779,0.199859155,153.2430907,1.803014842,1.689342588
925,D,1,H,5,45,47,577.614735,1.379038368,0.217211268,146.2274391,1.537108134,1.417125291
925,D,1,H,5,65,67,500.3951624,1.361423624,0.222880952,150.2365995,1.805621623,1.683347075
925,D,1,H,5,84,86,573.8548619,1.450381409,0.227857143,150.5143461,0.808257872,0.666824743
925,D,1,H,5,105,107,426.4126548,1.354503119,0.234,148.254493,1.656392521,1.564421907
925,D,1,H,5,115,117,578.2058253,1.406742971,0.237333333,150.7093947,0.784160473,0.670003404
925,D,1,H,5,129,131,552.2904117,1.362961704,0.242,151.9879316,1.805091448,1.675443369
925,D,1,H,6,0,2,523.8420768,1.377832454,0.24705,152.1924397,0.79822046,0.67441535
925,D,3,H,1,140,142,532.567557,1.378060406,0.697230769,151.1413491,0.806515933,0.687011137
925,D,3,H,2,22,24,597.9064331,1.383823834,0.710153846,154.3312302,0.80773072,0.685297616
925,D,3,H,2,46,47,563.7044581,1.444692028,0.719384615,148.6502482,0.806587928,0.670910081
925,D,3,H,2,72,74,586.8989691,1.351011261,0.727325,146.302039,0.800946032,0.695601729
925,D,3,H,2,82,84,568.0024241,1.410141366,0.7297,137.7653919,0.779470042,0.664001195
925,D,3,H,2,89,91,559.6873481,1.364292062,0.7313625,150.1490792,1.799225632,1.68569949
925,D,3,H,2,102,104,538.7546866,1.371394018,0.73445,149.9214064,0.802104631,0.68416674
925,D,3,H,2,129,131,583.1136778,1.359328007,0.7408625,153.596611,1.811075488,1.686447249
925,D,3,H,2,139,141,556.9556508,1.384538011,0.743401786,150.3635036,1.36558542,1.248395675
925,D,3,H,3,52,54,521.2005008,1.384073882,0.768714286,154.9066729,0.808584007,0.697549584
925,D,3,H,3,82,84,527.3094292,1.350199663,0.780767857,149.3698959,1.807817169,1.699796826
925,D,3,H,3,107,108,427.7443038,1.371015603,0.790692308,137.4047491,0.797546846,0.696980617
925,D,3,H,3,116,117,573.0073624,1.432814827,0.794153846,142.8930561,0.803711929,0.670958354
925,D,3,H,3,127,128,532.6054839,1.415793668,0.798308333,144.616753,0.800328517,0.700080067
925,D,3,H,3,130,131,497.7375407,1.421968394,0.799233333,153.6950767,0.786877894,0.706072373
925,D,3,H,3,131,133,456.2316911,1.360804713,0.799541667,140.9963717,1.574646575,1.4802709
925,D,3,H,4,4,6,435.5527408,1.352983353,0.806633333,153.596611,1.823082861,1.718443556
925,D,3,H,4,22,24,476.4749456,1.423840231,0.812183333,140.5210919,0.789931265,0.68155476
925,D,3,H,4,42,44,418.9614993,1.338454701,0.81835,146.9972895,1.8017541,1.709270623
925,D,3,H,4,60,62,482.4888349,1.380865589,0.8239,150.524145,1.196256284,1.078165264
925,D,3,H,4,77,79,485.1309162,1.417263017,0.829141667,146.7547187,0.793803769,0.681616938
925,D,3,H,4,115,117,636.5436522,1.344721023,0.843395349,148.9601563,0.804359294,0.696992716
925,D,3,H,4,127,128,516.7871827,1.378135975,0.848697674,144.1626701,1.463968708,1.344549471
925,D,3,H,4,139,141,587.0995419,1.4338183,0.854,144.4078483,0.801534994,0.668843549
925,D,3,H,4,145,147,592.3485035,1.354247948,0.855938462,152.1832083,1.801490135,1.69405602
925,D,3,H,5,3,4,630.5867479,1.422401297,0.858523077,149.8584939,0.803361408,0.676979755
925,D,3,H,5,12,14,602.1824054,1.38370536,0.861430769,150.1015853,0.812465002,0.683692927
925,D,3,H,5,22,24,559.5290517,1.448345563,0.864661538,149.7317124,0.803106975,0.664712298
925,D,3,H,5,32,34,627.111437,1.429250372,0.867892308,152.9163314,0.788627583,0.678405366
925,D,3,H,5,42,44,634.5310235,1.444408419,0.871123077,154.3258147,0.810030175,0.687374231
925,D,3,H,5,52,54,588.4400818,1.380434072,0.874353846,153.3113784,0.808790347,0.693527121
925,D,3,H,5,62,64,595.0449161,1.446140908,0.879,141.5565835,0.804666595,0.669496671
925,D,3,H,5,67,68,641.1006294,1.429678662,0.8815,145.0793893,0.808276241,0.677304989
925,D,3,H,5,71,72,633.8541804,1.424959441,0.8835,145.6493162,0.792660047,0.679197884
925,D,3,H,5,73,75,613.2592037,1.361392196,0.8845,150.8955043,1.57566733,1.474462364
925,D,3,H,5,90,92,612.8678314,1.452348882,0.893,149.7516045,0.800962212,0.681975245
925,D,3,H,5,92,94,537.1189151,1.469106,0.894,151.373759,0.802406171,0.68658927
925,D,3,H,5,95,97,598.9510499,1.435634611,0.895469697,158.6250652,0.81010567,0.685871112
925,D,3,H,5,100,102,594.0018543,1.368622356,0.897818182,154.2759584,0.811283228,0.698474672
925,D,3,H,5,105,107,582.9094474,1.457117946,0.900166667,145.0796854,0.799125435,0.667761222
925,D,3,H,5,112,114,684.8544038,1.446120678,0.903454545,147.5177037,0.800713505,0.667513308
925,D,3,H,5,117,118,608.6921567,1.427860071,0.90580303,144.4078483,0.766547324,0.664534721
925,D,3,H,5,125,127,618.8395461,1.373048908,0.909560606,154.0237491,0.801549167,0.690798645
925,D,3,H,5,142,144,599.0302744,1.434170574,0.917545455,149.8864564,0.80963781,0.677672167
925,D,3,H,5,147,149,622.3939158,1.429040429,0.919893939,147.5236907,0.80083862,0.67184443
925,D,3,H,6,10,12,596.6715352,1.360402094,0.926,153.0090854,0.812750072,0.70618837
925,D,3,H,6,18,20,524.7764254,1.443794743,0.928378378,149.9616121,0.804570709,0.680489691
925,D,4,H,2,50,52,607.3563703,1.396880298,1.070321739,150.7541024,0.804060062,0.680206184
925,D,4,H,2,60,62,609.7539555,1.421622874,1.073825,148.4648082,0.769790868,0.670594478
925,D,4,H,2,70,72,584.1760041,1.430924568,1.076575,149.0187348,0.806678817,0.663583522
925,D,4,H,2,77,79,602.6338284,1.421824123,1.0785,159.0016247,0.812132906,0.666940579
925,D,4,H,2,83,85,699.8677427,1.449959869,1.08015,151.1798366,0.795429656,0.643839255
925,D,4,H,2,89,91,634.6043772,1.385266866,1.0818,153.6340667,0.80139256,0.675285149
925,D,4,H,2,96,98,670.2418596,1.414774495,1.083725,151.6559743,0.792773824,0.672125074
925,D,4,H,2,103,105,617.236169,1.428787262,1.086478261,144.9241392,0.797744749,0.669269249
925,D,4,H,2,111,113,508.0715217,1.403559877,1.089782609,147.0494021,0.809926215,0.692479597
925,D,4,H,2,123,125,504.9656784,1.373419596,1.09473913,148.952983,0.810429808,0.70273911
925,D,4,H,2,148,150,520.8561548,1.440012227,1.10471875,148.5909986,0.79429298,0.689611694
925,D,4,H,3,5,7,472.0994708,1.362165552,1.107125,150.6292052,1.646562902,1.541121601
925,D,4,H,3,10,12,558.6429837,1.417936889,1.10884375,149.6524197,0.775341273,0.6825303
925,D,4,H,3,14,16,493.767629,1.406491708,1.11021875,143.1685755,0.780399132,0.687792765
925,D,4,H,3,19,21,495.780312,1.432227807,1.1119375,146.9290237,0.802946857,0.683534495
925,D,4,H,3,23,25,501.5811003,1.436596005,1.1133125,144.1424954,0.784775974,0.668437411
925,D,4,H,3,32,34,550.4338038,1.426603907,1.11575,159.3794395,0.811832061,0.683334635
925,D,4,H,3,39,41,553.3583383,1.417992217,1.1175,160.6753749,0.825628927,0.685556285
925,D,4,H,3,47,49,534.876751,1.424493436,1.1195,147.3872171,0.764218217,0.677515784
925,D,4,H,3,54,56,529.2637199,1.42580197,1.12125,150.8322031,0.805733505,0.683936379
925,D,4,H,3,73,75,485.6851548,1.352007795,1.126,150.5157038,0.814104923,0.7091818
925,D,4,H,3,82,84,502.1128382,1.392415771,1.12825,149.4902513,0.81002852,0.704002117
925,D,4,H,3,89,91,525.872874,1.406979667,1.13,148.8414096,0.800054776,0.695591407
925,D,4,H,3,97,99,492.1165893,1.430243076,1.132,142.1687762,0.802107421,0.685099379
925,D,4,H,3,106,108,525.4392728,1.423543207,1.13425,142.385854,0.788977424,0.692246516
925,D,4,H,3,113,115,525.2840226,1.376262034,1.136,156.8716553,1.470708581,1.374841383
925,D,4,H,3,143,145,461.6290011,1.364282696,1.150761905,152.5560098,1.485883401,1.373101704
925,D,4,H,4,11,13,463.3916987,1.419198954,1.159619048,140.1168352,0.779267137,0.684106363
925,D,4,H,4,29,31,460.4064877,1.386697241,1.167733333,147.4547745,0.813083878,0.688748605
925,D,4,H,4,39,41,513.6466081,1.4050174,1.170177778,135.9087667,0.775505882,0.675979223
925,D,4,H,4,49,51,518.1864528,1.419379829,1.172622222,150.5143461,0.802168529,0.679243502
925,D,4,H,4,51,53,500.5384197,1.429411249,1.173111111,144.1451641,0.802707267,0.67435437
925,D,4,H,4,57,59,506.6206226,1.434381875,1.174577778,144.8167841,0.791801298,0.669229048
925,D,4,H,4,63,65,492.6133831,1.399584218,1.176044444,145.5984569,0.78040841,0.684405398
925,D,4,H,4,79,81,480.1025215,1.433709079,1.180285714,143.6179059,0.80228064,0.677969361
925,D,5,H,2,71,73,482.7038182,1.421094368,1.4216,132.2019106,0.810071554,0.690578151
925,D,5,H,2,80,82,426.3678563,1.45747535,1.4252,111.3011281,0.679319577,1260
925,D,5,H,2,118,120,466.3497631,1.398651111,1.4404,139.2446716,0.795871714,0.692066418
925,D,5,H,2,142,144,484.6225954,1.425843598,1.449213115,146.0976324,0.815171051,0.688527468
925,D,5,H,3,1,2,422.5384309,1.350329979,1.452459016,143.6370025,1.808115903,1.702428493
925,D,5,H,3,10,12,471.7469569,1.445000272,1.455704918,131.1417517,0.799655334,0.684915812
925,D,5,H,3,19,20,469.6545124,1.409239443,1.45895082,137.6440594,0.807617295,0.690739798
925,D,5,H,3,36,38,408.3236148,1.350906165,1.465276596,145.7893335,1.812515864,1.700087142
925,D,5,H,3,52,54,452.6684333,1.389313737,1.472085106,145.1504549,0.695771764,1267
925,D,5,H,3,73,75,454.3397034,1.403645293,1.481021277,147.0972859,0.691281126,1699.5
925,D,5,H,3,82,84,462.8318083,1.4118715,1.485052632,142.2981953,0.694887023,1055
925,D,5,H,3,91,93,426.2333473,1.348367202,1.489789474,151.7103886,1.821235313,1.704865899
925,D,5,H,3,95,97,436.1771333,1.421262163,1.491894737,130.9221648,0.689842645,2166.5
925,D,5,H,3,102,104,455.1628959,1.398858301,1.495578947,135.2731045,0.803932933,0.689331594
925,D,5,H,3,112,114,448.6496219,1.356399432,1.500842105,149.5099299,1.814256036,1.694118522
925,D,5,H,3,116,118,528.2558219,1.437452549,1.502947368,141.6253858,0.676180341,1024.5
