SITE,HOLE,CORE,CORE_TYPE,SECTION,TOP_DEPTH,BOTTOM_DEPTH,Max (Diameter) (µm),Elongation,Age (Ma),Min (Diameter) (µm),Shape Factor,Sphericity
925,D,5,H,3,137,139,552.3277539,1.484308061,1.509066667,136.9141069,0.672407159,1528
925,D,5,H,4,20,22,428.0079523,1.34313202,1.517866667,146.2835275,1.802001941,1.707739738
925,D,5,H,4,107,109,522.3512007,1.423476221,1.543464286,144.616753,0.802308847,0.674237654
925,D,5,H,4,112,114,506.4543156,1.437096283,1.545428571,143.1743285,0.672422287,1704.5
925,D,5,H,4,115,117,483.2389354,1.359811653,1.546607143,141.9943332,1.806781641,1.698597309
925,D,5,H,5,5,7,504.5531839,1.379115724,1.560684211,145.8568106,1.426951588,257.08476
925,D,5,H,5,35,37,460.8492892,1.398296695,1.570142857,144.7252075,0.821149728,0.694788509
925,D,5,H,5,50,52,505.6339844,1.354492414,1.574071429,147.0357914,1.816866709,1.706364737
925,D,5,H,5,89,91,485.0993081,1.442075414,1.583837838,132.1527206,0.680304973,1528
925,D,5,H,5,101,103,438.9384376,1.353175849,1.586756757,141.8893231,1.806041594,1.701701599
925,D,5,H,5,130,132,451.8860778,1.354305459,1.599461538,144.2493693,1.810321966,1.700663226
925,D,5,H,5,135,137,490.9786014,1.443868916,1.601384615,133.543479,0.677294587,1207
925,D,5,H,6,17,19,428.3000853,1.341211776,1.613142857,146.0785654,1.810728953,1.71214664
925,D,5,H,6,30,32,494.1670823,1.441522007,1.617666667,144.5048569,0.683848661,1614
925,D,6,H,2,52,54,473.4747241,1.405915873,1.73834375,156.6013696,0.699981917,558
925,D,6,H,2,60,62,460.3335386,1.409383833,1.74109375,154.8881852,0.694702528,1360
925,D,6,H,2,74,76,500.1587806,1.421117764,1.74590625,155.6101303,0.692745544,738
925,D,6,H,2,77,79,446.8419427,1.351072746,1.7469375,148.7075648,0.804512496,0.701560049
925,D,6,H,2,82,84,461.2816173,1.422514352,1.74865625,143.2111314,0.681878852,922
925,D,6,H,2,91,93,445.6822985,1.433056244,1.75183871,139.6432793,0.678005326,1846.5
925,D,6,H,2,98,100,505.5698497,1.434761625,1.754322581,136.0630978,0.674656167,1248
925,D,6,H,2,106,108,494.7763942,1.445882425,1.75716129,137.9147531,0.672907783,1467.5
925,D,6,H,2,112,114,407.1742276,1.391488844,1.759290323,121.3194465,1.347838905,1.218500777
925,D,6,H,2,120,122,482.4705226,1.439221523,1.762129032,130.8264599,0.678949639,964
925,D,6,H,2,126,128,507.9725578,1.415237035,1.764258065,144.4633858,0.683341308,1200
925,D,6,H,2,133,135,454.0598307,1.420820254,1.766741935,123.3620877,0.684561277,1521.5
925,D,6,H,2,148,150,449.9859369,1.394170363,1.771939759,131.7580133,1.14723978,1228.715685
925,D,6,H,3,8,10,523.8183032,1.418874368,1.775072289,157.9444484,0.690682789,682
925,D,6,H,3,44,46,488.0002897,1.374169791,1.786349398,156.2619387,1.377434279,356.5778355
925,D,6,H,3,60,62,480.8706606,1.468423295,1.791361446,139.3551721,0.677970693,618.5
925,D,6,H,3,78,80,503.325743,1.424257932,1.797,152.0427007,0.686774643,1057
925,D,6,H,3,94,96,486.768178,1.447004166,1.802894737,154.8321091,0.689937988,488
925,D,6,H,3,103,105,501.9030862,1.44232805,1.806210526,145.6804897,0.676159343,405.5
925,D,6,H,3,114,116,496.1258116,1.353398146,1.810263158,153.2104037,1.811809702,1.698325048
925,D,6,H,3,124,126,518.3585253,1.438006259,1.814384615,144.1451641,0.677999016,730
925,D,6,H,3,139,141,521.6721056,1.418426428,1.820730769,149.2982464,0.684226408,955
925,D,6,H,3,148,150,469.834735,1.405986684,1.8244,155.6470956,0.695454046,1276
925,D,6,H,4,5,7,484.2423178,1.415857445,1.8272,154.8351505,0.693306566,1390
925,D,6,H,4,11,13,475.0113806,1.45723641,1.8296,125.2326359,0.676536636,1058
925,D,6,H,4,18,20,494.4127356,1.407643585,1.832392857,154.9968754,0.691577529,867
925,D,6,H,4,24,26,507.6529895,1.446307321,1.83475,154.8889373,0.681481458,1220.5
925,D,6,H,4,48,50,469.4568472,1.392804971,1.843916667,159.2704526,0.70153595,1069.5
925,D,6,H,4,56,58,480.881606,1.411382518,1.846361111,158.8202561,0.697913916,915
925,D,6,H,4,66,68,450.5742134,1.366815392,1.849416667,154.9737684,1.402852775,315.4268047
925,D,6,H,4,78,80,489.2611921,1.410344079,1.853083333,150.088802,0.820581197,0.691245615
925,D,6,H,4,88,90,438.0714489,1.391986815,1.856413793,155.8190063,0.712823163,1027
925,D,6,H,4,97,99,477.1479294,1.410526097,1.859517241,146.8592971,0.697581611,531.5
925,D,6,H,4,122,124,525.4288847,1.444803318,1.8688,147.7802232,0.679142092,364.5
925,D,6,H,4,130,132,469.647692,1.399718716,1.872,155.1888463,0.706013013,1286.5
925,D,6,H,4,136,138,465.0727882,1.403499069,1.874323529,142.3685117,0.710933343,890
925,D,6,H,4,146,148,504.2684715,1.411898632,1.877558824,147.3232853,0.694572642,647.5
925,D,6,H,5,2,4,519.6059362,1.409329692,1.8795,145.2341536,0.812656777,0.690191824
925,D,6,H,5,4,6,490.4328729,1.40605692,1.880147059,138.4448078,0.801180057,0.68581003
925,D,6,H,5,6,8,510.74383,1.421110991,1.880794118,140.9804354,0.802162252,0.683123192
925,D,6,H,5,10,12,464.9404214,1.399028249,1.882088235,154.8746487,0.704180532,1001
925,D,6,H,5,13,15,438.9671773,1.422561113,1.883058824,144.4743945,0.697665933,1131.5
925,D,6,H,5,16,18,439.1901384,1.428984546,1.884029412,142.2911637,0.696536246,574.5
925,D,6,H,5,20,22,473.7186564,1.409754611,1.88527027,139.0276677,0.799237015,0.684975345
925,D,6,H,5,23,25,480.2554983,1.410549697,1.886081081,138.9676201,0.809959752,0.685954415
925,D,6,H,5,29,31,488.8938099,1.417416355,1.887702703,142.0202934,0.784922587,0.680600199
925,D,6,H,5,57,59,410.3805592,1.343960783,1.89527027,147.0256228,1.807199926,1.702987779
925,D,6,H,5,88,90,504.49025,1.397825717,1.903648649,146.2443867,0.802161779,0.687422391
925,D,6,H,5,117,119,542.0012606,1.425293244,1.911486486,154.2176787,0.810882674,0.679124595
925,D,6,H,5,140,142,480.9251386,1.425506424,1.9194,152.4007783,0.695761798,889.5
925,D,6,H,5,148,150,471.1384788,1.426725476,1.92292,138.7998696,0.692254148,2082
925,D,6,H,6,6,8,468.3180019,1.426003627,1.926416667,146.1931141,0.691760629,457.5
925,D,6,H,6,12,14,484.6382982,1.416841396,1.928916667,146.9993565,0.698577454,1063.5
925,D,6,H,6,16,18,524.624665,1.433807795,1.930583333,147.9499883,0.684971891,918.5
925,D,6,H,6,19,21,504.0755461,1.442124632,1.931833333,151.4120041,0.683308229,1082
925,D,6,H,6,22,24,509.5459396,1.442972463,1.933083333,144.8890252,0.683612384,757
925,D,6,H,6,26,28,495.1033601,1.433656937,1.93475,146.4463172,0.683502347,760
925,D,6,H,6,29,31,518.0666932,1.424908031,1.936,149.5481139,0.684602539,985.5
925,D,6,H,6,35,37,525.6561465,1.430462022,1.937714286,145.9995749,0.797462795,0.679111954
925,D,6,H,6,49,51,488.0069952,1.373013305,1.941714286,148.173347,1.402753328,291.4392543
925,D,6,H,6,75,77,574.2143047,1.432679534,1.949142857,149.594788,0.678954389,814
925,D,7,H,2,57,59,592.162851,1.444232095,2.096009434,117.9958989,0.790120536,0.657622667
925,D,7,H,2,71,73,594.7164369,1.470599554,2.100558824,147.3376385,0.661164038,614.5
925,D,7,H,2,76,78,555.9773585,1.467247547,2.102176471,131.885541,0.809111214,0.655056044
925,D,7,H,2,82,84,596.4769066,1.460740417,2.104117647,139.4972792,0.657789883,1592.5
925,D,7,H,2,86,88,566.6145684,1.478119299,2.105411765,138.6805796,0.658722485,1291
925,D,7,H,2,92,94,563.3433412,1.388292452,2.107352941,152.7928037,1.464842896,1.336985163
925,D,7,H,2,97,99,671.0505395,1.459164714,2.1089375,151.3422632,0.6611537,815
925,D,7,H,2,103,105,652.4630631,1.437258104,2.1108125,153.4787561,0.789534873,0.668964299
925,D,7,H,2,118,120,654.2015817,1.457838861,2.1155,145.6275348,0.659954207,564
925,D,7,H,2,134,136,653.4993156,1.465596507,2.1205,155.5984913,0.658142308,608.5
925,D,7,H,2,148,150,494.3029507,1.427020047,2.124875,129.114803,0.792880663,0.671638232
925,D,7,H,3,16,18,523.1209566,1.451535341,2.129811321,143.5423573,0.676736808,1120.5
925,D,7,H,3,19,21,516.4956104,1.456535306,2.130490566,144.9168673,0.679428697,1098.5
925,D,7,H,3,23,25,503.456921,1.45528459,2.131396226,133.5573912,0.673634369,1282
925,D,7,H,3,25,27,558.4367806,1.456903519,2.131849057,154.4439327,0.671593128,967.5
925,D,7,H,3,29,31,534.7381679,1.447643143,2.132754717,151.5435921,0.677462596,1331
925,D,7,H,3,32,34,511.9443646,1.434781407,2.133433962,151.1246473,0.798855967,0.674333542
925,D,7,H,3,35,37,517.9570982,1.437702339,2.134113208,147.6889284,0.795574214,0.67553118
925,D,7,H,3,38,40,508.3064041,1.42550919,2.134792453,139.6569071,0.791115985,0.672596793
925,D,7,H,3,43,45,541.1809543,1.42969554,2.135924528,141.8309417,0.786024428,0.676032007
925,D,7,H,3,46,48,518.3774866,1.395053646,2.136603774,146.1075588,1.339312335,429.6311632
925,D,7,H,3,49,51,475.7425105,1.431915482,2.137283019,142.0683125,0.805099495,0.676337303
925,D,7,H,3,53,55,501.0230326,1.445990138,2.138188679,143.2295328,0.677471626,1332.5
925,D,7,H,3,56,58,505.6047486,1.43825396,2.138867925,144.5617606,0.804707736,0.669905651
925,D,7,H,3,58,60,489.4613702,1.429770743,2.139320755,136.4274122,0.79721187,0.676322595
925,D,7,H,3,62,64,496.3012925,1.43431512,2.140298137,153.512723,0.680965188,1347
925,D,7,H,3,71,73,484.9063236,1.382834534,2.142981366,150.9758976,1.347011393,1.222632232
925,D,7,H,3,108,110,462.5480675,1.387664224,2.154012422,123.328364,1.366416128,1.238850346
925,D,7,H,3,148,150,490.0053115,1.376675238,2.165937888,146.266478,1.34207798,1.232914584
925,D,7,H,4,39,41,476.0378093,1.377421247,2.178161491,151.0972182,1.414273661,252.918274
925,D,7,H,4,78,80,467.3156116,1.379100033,2.189469388,141.2018091,1.490065931,1.379248975
925,D,7,H,4,94,96,540.5521389,1.419435603,2.193387755,150.3695545,0.794053023,0.678678665
925,D,7,H,4,107,109,487.4638946,1.403176948,2.196571429,136.2491471,1.330327658,459.8397641
925,D,7,H,4,119,121,555.3277456,1.451923074,2.199510204,142.0591871,0.78224905,0.658542183
925,D,7,H,4,134,136,472.2203885,1.390161517,2.203108696,134.0847449,1.393683935,1.276295445
925,D,7,H,5,11,13,452.9472212,1.379678867,2.209565217,138.721828,1.451532706,219.0691406
925,D,7,H,5,25,27,475.8047691,1.434565806,2.215,121.5110692,0.802672564,0.679609583
925,D,7,H,5,30,32,472.5306398,1.455654717,2.2175,126.0201397,0.678824315,2477
925,D,7,H,5,35,37,454.5984456,1.437476952,2.22,141.4291311,0.685448328,2126.5
925,D,7,H,5,40,42,494.75452,1.461447351,2.2216,136.3478495,0.68229282,1014
925,D,7,H,5,46,48,514.7322751,1.452948137,2.2228,146.9993565,0.679752162,1015.5
925,D,7,H,5,53,55,493.6521366,1.454638132,2.2242,143.753799,0.685167198,674
925,D,7,H,5,60,62,486.4737115,1.422652767,2.2256,141.8126829,0.825693966,0.691039263
925,D,7,H,5,70,72,499.5551915,1.433598755,2.2276,147.6083444,0.811405445,0.686858913
925,D,7,H,5,78,80,517.8113362,1.441138189,2.2292,147.2196619,0.680451795,2356.5
925,D,7,H,5,84,86,482.37835,1.428963412,2.2304,144.505679,0.805864425,0.677616174
925,D,7,H,5,94,96,500.165097,1.432058797,2.2324,149.4902513,0.693849784,675
925,D,7,H,5,102,104,457.1257151,1.456413271,2.23425,118.1366506,0.678960659,1851
925,D,7,H,5,108,110,507.6866225,1.394351127,2.23575,149.5370227,0.691484128,513.5
925,D,7,H,5,119,121,490.1623144,1.447990071,2.2385,119.3629686,0.812314742,0.671723389
925,D,7,H,5,125,127,516.6371979,1.44200803,2.24,146.1046492,0.676937543,1366.5
925,D,7,H,5,131,133,517.8554348,1.452180431,2.2415,147.3197878,0.679201053,502.5
925,D,7,H,5,136,138,524.4673467,1.423592484,2.24275,145.9022409,0.816885793,0.681056406
925,D,7,H,5,142,144,489.1987842,1.453306351,2.24425,133.3092081,0.674385838,1906.5
925,D,7,H,5,148,150,507.4855532,1.476737271,2.24575,124.2745008,0.671529218,1265.5
925,D,7,H,6,2,4,486.462959,1.444889248,2.24675,137.2898811,0.790999887,0.672105283
925,D,7,H,6,8,10,499.4727691,1.455559384,2.24825,142.7737648,0.681221159,613
925,D,7,H,6,18,20,464.2051903,1.407496491,2.25075,144.2365213,0.693015759,1656
925,D,7,H,6,25,27,476.5042236,1.424565262,2.2525,133.1318173,0.688111981,861
925,D,7,H,6,30,32,468.9412694,1.438271297,2.25375,137.8099022,0.680338919,1619
925,D,7,H,6,35,37,486.5335428,1.434179184,2.255,144.2799218,0.680928973,813.5
925,D,7,H,6,45,47,423.9111335,1.343823155,2.258380282,155.5859097,1.815946792,1.701430514
925,D,7,H,6,77,79,471.637186,1.356063837,2.269197183,152.7240646,0.80685886,0.707652752
925,D,8,H,1,115,117,474.0411608,1.365300738,2.38261745,154.5703933,0.811413445,0.680063561
925,D,8,H,1,136,138,521.1707685,1.364326214,2.391214765,157.3993608,0.804986282,0.686140991
925,D,8,H,1,148,150,465.0330074,1.362176787,2.396127517,148.9792242,0.80974853,0.684096808
925,D,8,H,2,20,22,461.7453753,1.350866673,2.405134228,152.1071475,1.803192844,1.69700845
925,D,8,H,2,30,32,453.6729719,1.349480573,2.408759494,150.9157108,0.791346311,0.694802486
925,D,8,H,2,55,57,502.6758396,1.345560176,2.415088608,157.2480717,1.812405659,1.699944061
925,D,8,H,2,78,80,483.1458786,1.366481705,2.420911392,155.2468508,1.809988584,1.693028122
925,D,8,H,2,92,94,508.6748903,1.373335373,2.424455696,149.7534738,0.782809884,0.681991006
925,D,8,H,3,4,6,418.3506047,1.337566251,2.440151899,149.567229,1.81629855,1.709397494
925,D,8,H,3,28,30,409.8292278,1.350949676,2.446227848,147.9451082,0.814111654,0.705737826
925,D,8,H,3,47,49,423.0699709,1.33747807,2.452178571,156.6521401,1.819637372,1.706214689
925,D,8,H,3,64,66,463.9491843,1.361823728,2.458098214,148.0431643,0.800109166,0.691813177
925,D,8,H,3,82,84,490.3359974,1.353511177,2.464366071,154.505816,1.814884135,1.694683353
925,D,8,H,3,100,102,480.3733363,1.362488192,2.470633929,149.3500313,0.812638083,0.689390262
925,D,8,H,3,117,119,519.0624476,1.356814094,2.476553571,159.7122134,0.821879909,0.693185086
925,D,8,H,3,134,136,501.4420899,1.35416444,2.482473214,158.2177801,1.809616619,1.69108686
925,D,8,H,4,2,4,431.2945141,1.358236706,2.488647727,150.3061099,0.80357227,0.698773623
925,D,8,H,4,7,9,493.9973036,1.401150164,2.490295455,146.8782363,0.791508762,0.689214176
925,D,8,H,4,17,19,459.1580823,1.354640926,2.493590909,148.7978962,0.813883038,0.700813971
925,D,8,H,4,28,30,526.128033,1.379820638,2.497215909,150.7786347,0.790316961,0.67836264
925,D,8,H,4,36,38,472.862756,1.36302112,2.499852273,150.7484331,0.798758691,0.693786435
925,D,8,H,4,46,48,548.4510245,1.427227177,2.503147727,145.8914043,0.789136288,0.670987168
925,D,8,H,4,53,55,503.4771181,1.353385419,2.505454545,165.4651658,1.827117994,1.700339617
925,D,8,H,4,73,75,436.7575239,1.355535327,2.512045455,143.6580812,0.80305277,0.694084196
925,D,8,H,4,91,93,496.3916621,1.350427269,2.517977273,157.2480717,1.81300656,1.694403306
925,D,8,H,4,118,120,477.1011967,1.358516759,2.526875,158.5782283,0.826075596,0.697750676
925,D,8,H,4,138,140,491.2701856,1.361209108,2.533465909,157.0891681,1.81144955,1.697978037
925,D,8,H,5,6,8,478.7108965,1.375085337,2.539397727,142.2032592,0.809419823,0.693901574
925,D,8,H,5,17,19,486.4290442,1.391714169,2.543022727,144.5453606,0.783850725,0.687847131
925,D,8,H,5,24,26,460.8289218,1.371372493,2.545314917,135.7978631,0.805228678,0.699342174
925,D,8,H,5,40,42,504.9781131,1.375166103,2.550353591,153.3525935,0.802223402,0.689058772
925,D,8,H,5,63,65,508.0622817,1.383264716,2.557596685,150.9053405,0.795561675,0.687050968
925,D,8,H,5,86,88,465.1056857,1.369839521,2.564839779,150.9593698,0.811996171,0.688606192
925,D,8,H,5,113,115,513.5362779,1.369654577,2.573342541,147.5854093,0.800167869,0.692675678
925,D,8,H,5,139,141,531.4767597,1.380933807,2.581530387,154.5647067,0.810182613,0.688462323
925,D,8,H,6,13,15,495.8320637,1.376028706,2.589088398,150.2844103,0.793443888,0.689221031
925,D,11,H,1,81,83,501.3905995,1.345370839,3.400710145,157.4030194,0.809088344,0.708624012
925,D,11,H,1,95,97,488.9831916,1.354327152,3.405985507,136.9396673,1.810504384,1.703351095
925,D,11,H,1,144,146,457.6408568,1.347981343,3.424588235,157.868352,1.812423844,1.710066106
925,D,11,H,2,18,20,513.4963704,1.351855477,3.432,164.6400445,1.81149995,1.701518346
925,D,11,H,2,48,50,512.9408507,1.35372951,3.4425,152.3769877,0.807235143,0.696908924
925,D,11,H,2,73,75,539.1752314,1.353686531,3.45227027,156.8391472,0.804735185,0.700961066
925,D,11,H,2,107,109,521.3338083,1.351387412,3.463241379,158.5443532,1.805569572,1.709523981
925,D,11,H,3,19,21,488.0438793,1.34740084,3.485278481,155.1746005,0.809095655,0.709593032
925,D,11,H,3,40,42,497.0563246,1.339098122,3.493253165,160.6471703,0.813525958,0.710040965
925,D,11,H,3,68,70,514.3136347,1.353237145,3.503886076,167.1676265,1.823173364,1.699772556
925,D,11,H,3,98,100,506.6545601,1.355557521,3.514935484,160.6666886,1.811745523,1.702892205
925,D,11,H,4,25,27,507.6434551,1.35492619,3.5395,161.866806,0.808788997,0.698700166
925,D,11,H,4,68,70,503.9349927,1.347060451,3.554344828,155.4004367,0.802163419,0.708128099
925,D,11,H,4,120,122,459.8195677,1.353815496,3.572262295,155.4696467,1.810567909,1.697304532
925,D,11,H,5,19,21,520.1639807,1.352601498,3.5889,170.0156891,1.823529845,1.696064157
925,D,11,H,5,73,75,480.9886612,1.350415822,3.60645,148.7451604,0.804533896,0.699362953
925,D,11,H,5,132,134,481.5202329,1.342553352,3.62577551,160.8780471,0.812995053,0.707086176
925,D,11,H,6,8,10,517.4575907,1.360164231,3.635326531,157.8723249,1.811499319,1.697689543
925,D,11,H,6,28,30,493.9426988,1.356975054,3.642846154,157.6996891,0.810183864,0.699498679
925,D,11,H,6,68,70,518.8904323,1.351109792,3.656172414,162.6550115,0.807254381,0.705082064
925,D,11,H,6,121,123,489.5618123,1.352598933,3.672011494,156.582401,1.805632625,1.696111042
925,D,11,H,7,12,14,563.9219186,1.353595553,3.6863125,160.4838261,0.809013585,0.702290497
925,D,12,H,2,89,91,549.7322518,1.358300978,3.803965517,162.4122753,0.813310553,0.703340498
925,D,12,H,2,132,134,544.3385217,1.350844708,3.81625,165.9453263,0.815788965,0.700322386
925,D,12,H,3,8,10,500.1767277,1.348426961,3.823923077,159.0442756,1.81196616,1.707258578
925,D,12,H,3,78,80,497.6309284,1.354794994,3.843820513,161.4202899,1.817712795,1.706181118
925,D,12,H,3,116,118,506.9871955,1.348137439,3.855,158.1204705,0.810745136,0.704434105
925,D,12,H,3,143,145,533.6549984,1.362649266,3.864052632,160.1799827,1.81177572,1.699090148
925,D,12,H,4,18,20,506.2774982,1.344407458,3.872605263,161.3747192,0.816338957,0.701789488
925,D,12,H,4,48,50,480.7857901,1.344697314,3.882666667,160.7587708,0.814141295,0.709732741
925,D,12,H,4,85,87,540.3795975,1.355667918,3.895,166.919199,1.813284504,1.699286244
925,D,12,H,4,115,117,510.3546442,1.351536474,3.905608696,165.1981609,0.816827283,0.699630561
925,D,12,H,4,148,150,513.6203328,1.349558473,3.917631579,155.1330059,0.810536303,0.700173979
925,D,12,H,5,25,27,533.7470958,1.349774902,3.925466667,168.6515478,1.812111227,1.703610985
925,D,12,H,5,38,40,491.7681494,1.338377186,3.92928,157.3369527,0.809254639,0.711829565
925,D,12,H,5,66,68,511.3289064,1.347079524,3.937493333,162.2928548,1.81051041,1.7050447
925,D,12,H,5,89,91,472.8826257,1.345172779,3.94424,158.6400126,0.807024824,0.709405331
925,D,12,H,6,12,14,495.3308859,1.353856846,3.963179487,158.8332928,0.812048848,0.69947465
925,D,12,H,6,43,45,487.8986484,1.355329424,3.972666667,153.936023,1.806077396,1.699410515
925,D,12,H,6,61,63,493.6148516,1.35416382,3.978666667,157.8480391,0.809352948,0.70403447
925,D,12,H,6,83,85,483.5238687,1.351089499,3.986,155.0911619,1.800890481,1.706572936
925,D,12,H,6,119,121,494.7661085,1.352335851,3.998,154.2445104,0.80377174,0.705142863
925,D,13,H,1,83,85,496.6280595,1.354925897,4.10084375,160.1842522,0.807863496,0.698641131
925,D,13,H,1,114,116,510.2144483,1.355665514,4.110444444,162.2332778,1.811491052,1.699643917
925,D,13,H,2,113,115,490.4381681,1.354847316,4.160708333,155.7127906,0.815537078,0.707675014
925,D,13,H,2,142,144,499.0542729,1.350245681,4.167555556,163.0876825,1.816020073,1.712225705
925,D,13,H,3,22,24,511.0878442,1.351690047,4.174638889,161.3804659,1.813274303,1.710771684
925,D,13,H,3,73,75,492.3534054,1.3434173,4.189869565,153.1768712,0.804864582,0.707980323
925,D,13,H,3,112,114,485.2805762,1.351627562,4.199078431,157.5867123,1.811865262,1.703484998
925,D,13,H,3,136,138,482.7103741,1.347681599,4.204254902,158.5487003,0.812671113,0.709261504
925,D,13,H,4,13,15,532.0319657,1.356750142,4.210527778,156.2852404,1.812254389,1.70426133
925,D,13,H,4,79,81,462.1264116,1.348562135,4.231869565,153.9319361,0.806444472,0.705945532
925,D,13,H,4,100,102,508.7096176,1.35726393,4.241,159.5095595,1.811715968,1.704399518
925,D,13,H,4,137,139,523.9607944,1.358878156,4.251435897,157.5675495,1.809099713,1.704217468
925,D,13,H,5,29,31,471.0872918,1.353078804,4.270666667,163.9563831,0.822951589,0.708232961
925,D,13,H,5,67,69,469.7493902,1.35258111,4.285947368,154.4754043,0.814505482,0.698538053
925,D,13,H,5,93,95,419.3306149,1.342883375,4.295982456,149.2893009,1.799452974,1.706366856
925,D,13,H,5,123,125,456.4964752,1.34841148,4.30525,156.449526,1.80749491,1.702650076
925,D,13,H,5,143,145,516.8876414,1.359315135,4.31025,159.1816726,1.808931236,1.704930499
925,D,13,H,6,23,25,445.0039412,1.355674472,4.316542373,152.3413468,1.800520955,1.69736287
925,D,13,H,6,43,45,475.9088207,1.352053385,4.320271186,156.7342436,1.810380307,1.707425296
925,D,13,H,6,73,75,474.952806,1.360021489,4.328347826,159.4440848,1.807056964,1.697001702
925,D,13,H,6,88,90,502.1009134,1.359249091,4.335157895,162.139763,1.80939285,1.699479961
925,D,13,H,6,112,114,434.7956563,1.350852339,4.347258065,155.8283261,1.816817943,1.70168757
925,D,13,H,7,4,6,499.2118112,1.352674119,4.360210526,157.2273942,1.814356955,1.704408409
925,D,14,H,3,94,96,473.3905626,1.349706809,4.572358974,163.5013032,1.822541579,1.704256857
925,D,14,H,3,112,114,433.0633818,1.339597365,4.577435897,155.2415699,1.810868439,1.704905715
925,D,14,H,3,128,130,426.4590333,1.34334322,4.583,156.7038621,1.822837051,1.706917442
925,D,14,H,4,36,38,412.629385,1.342621464,4.602243243,155.3762865,1.827175007,1.712767759
925,D,14,H,4,71,73,444.0310003,1.352322243,4.614607843,158.6775617,1.818182915,1.705445057
925,D,14,H,4,91,93,424.6744804,1.348858528,4.623627451,158.4842532,1.810920762,1.699409037
925,D,14,H,5,31,33,462.1017519,1.354056659,4.659222222,159.7758208,1.81848443,1.704148151
925,D,14,H,5,55,57,496.1518459,1.349416827,4.669888889,164.8467101,1.822404819,1.707947625
925,D,14,H,5,78,80,383.5618134,1.337364023,4.680111111,149.7534738,0.823912515,0.713611482
925,D,14,H,5,89,91,446.4112698,1.34361816,4.685108696,159.3474111,1.821703882,1.710726714
925,D,14,H,5,108,110,458.0855828,1.35142668,4.693782609,156.7479191,0.814901427,0.707225265
925,D,14,H,5,140,142,423.1790589,1.347739976,4.707833333,160.025096,1.82276999,1.708063637
925,D,14,H,6,22,24,438.7819695,1.341544436,4.721166667,160.6788032,1.82052237,1.708429671
925,D,14,H,6,68,70,422.4832754,1.343066812,4.7382,156.9530161,1.818857549,1.699685616
925,D,14,H,6,109,111,446.6876059,1.346449902,4.752850746,159.9766736,1.821884766,1.705910403
925,D,14,H,7,14,16,448.1974877,1.336495685,4.773316667,155.5242293,1.820939364,1.708067878
925,D,15,H,2,40,42,488.6070561,1.344283183,4.922596774,157.9105981,1.817268669,1.715500314
925,D,15,H,2,85,87,433.0398013,1.33976395,4.935861538,155.6357963,1.817261511,1.706184777
925,D,15,H,3,30,32,450.6316396,1.34788992,4.969323077,161.1310819,1.822634106,1.711386642
925,D,15,H,3,65,67,465.1858652,1.343067193,4.982246154,159.7720675,1.820211563,1.715713784
925,D,15,H,3,115,117,463.3177553,1.346622216,5.000707692,158.7572843,1.814761827,1.71016897
